"X","a1","d","g","u"
"X648",0,0,0,1
"X649",1.0,-2.695430740933287,0.0,1
"X650",1.0,-2.695430740933287,0.0,1
"X651",0,0,0,1
"X652",1.0,-0.3749037795887351,0.0,1
"X653",1.0,-1.12144358506162,0.0,1
"X654",0,0,0,1
"X655",1.0,-1.4381239910015204,0.0,1
"X656",0,0,0,1
"X657",0,0,0,1
"X658",0,0,0,1
"X659",1.0,2.87868404016227,0.0,1
"X660",1.0,-0.3749037795887351,0.0,1
"X661",0,0,0,1
"X662",1.0,-0.9043806155569224,0.0,1
"X663",0,0,0,1
"X664",0,0,0,1
"X665",0,0,0,1
"X666",1.0,-2.014004369083428,0.0,1
"X667",1.0,-0.6329714140779115,0.0,1
"X668",0,0,0,1
"X669",0,0,0,1
"X670",1.0,0.1864754769126719,0.0,1
"X671",1.0,-4.097664300425352,0.0,1
"X672",1.0,-4.097664300425352,0.0,1
"X673",0,0,0,1
"X674",1.0,1.5239070513549564,0.0,1
"X675",0,0,0,1
"X676",0,0,0,1
"X677",0,0,0,1
"X678",1.0,-0.3749037795887351,0.0,1
"X679",1.0,1.8033135919734264,0.0,1
"X680",0,0,0,1
"X681",1.0,-2.386784806485429,0.0,1
"X682",0,0,0,1
"X683",0,0,0,1
"X684",0,0,0,1
"X685",0,0,0,1
"X686",0,0,0,1
"X687",0,0,0,1
"X688",0,0,0,1
"X689",0,0,0,1
"X690",0,0,0,1
"X691",1.0,1.9057178701716293,0.0,1
"X692",0,0,0,1
"X693",0,0,0,1
"X694",0,0,0,1
"X695",0,0,0,1
"X696",0,0,0,1
"X697",0,0,0,1
"X698",0,0,0,1
"X699",1.0,-0.5026985970282809,0.0,1
"X700",1.0,0.1242155454010714,0.0,1
"X701",1.0,1.9057178701716293,0.0,1
"X702",0,0,0,1
"X703",0,0,0,1
"X704",0,0,0,1
"X705",0,0,0,1
"X706",0,0,0,1
"X707",0,0,0,1
"X708",0,0,0,1
"X709",0,0,0,1
"X710",0,0,0,1
"X711",0,0,0,1
"X712",0,0,0,1
"X713",0,0,0,1
"X714",1.0,-3.6611581873099777,0.0,1
"X715",0,0,0,1
"X716",0,0,0,1
"X717",0,0,0,1
"X718",0,0,0,1
"X719",1.0,-4.097664300425352,0.0,1
"X720",0,0,0,1
"X721",1.0,-4.822885361732279,0.0,1
"X722",0,0,0,1
"X723",0,0,0,1
"X724",0,0,0,1
"X725",1.0,-1.6129899942528971,0.0,1
"X726",1.0,-2.878580263701729,0.0,1
"X727",0,0,0,1
"X728",0,0,0,1
"X729",0,0,0,1
"X730",1.0,4.823432817144997,0.0,1
"X731",1.0,-1.3552961800101198,0.0,1
"X732",1.0,0.6993356893334908,0.0,1
"X733",0,0,0,1
"X734",0,0,0,1
"X735",1.0,-3.3431441748572746,0.0,1
"X736",1.0,1.2751434360598737,0.0,1
"X737",1.0,-0.1864424038267554,0.0,1
"X738",1.0,0.2489842403555776,0.0,1
"X739",1.0,8.29894493036975e-06,0.0,1
"X740",1.0,-2.878580263701729,0.0,1
"X741",1.0,-3.3431441748572746,0.0,1
"X742",0,0,0,1
"X743",0,0,0,1
"X744",1.0,0.4385479048207877,0.0,1
"X745",1.0,-1.705936876318468,0.0,1
"X746",1.0,-1.4381239910015204,0.0,1
"X747",0,0,0,1
"X748",1.0,3.0903846663042165,0.0,1
"X749",0,0,0,1
"X750",0,0,0,1
